DATE,Revenue,Profit_Before_Tax,Net_Profit,Profit_Margin,Customer_Loans,Loans_from_Other_Organizations,Number_of_Customers,Customer_Classification
2/2/2015,36743,5594,3949,10.7476254,22276,2537,3113,Retail
3/2/2015,14378,1353,7047,49.01238003,33680,12304,3219,Corporate
4/2/2015,35136,6574,8515,24.23440346,31346,3412,7195,Retail
5/2/2015,21463,8744,2572,11.98341332,26062,14407,9285,SME
6/2/2015,29126,7936,2853,9.795371833,15574,5448,3142,SME
9/2/2015,14452,6190,3366,23.29089399,26780,14720,5070,SME
10/2/2015,36450,4902,3527,9.676268861,11374,3240,4897,SME
11/2/2015,16743,2125,7938,47.41085827,18232,6277,6301,Retail
12/2/2015,15630,2561,2490,15.93090211,19412,1958,1532,Retail
13/02/2015,36885,5005,1881,5.099633998,38213,3551,6626,SME
24/02/2015,46134,5996,5393,11.68985997,13418,10442,1993,SME
25/02/2015,17078,9956,6872,40.23890385,19167,18394,8865,Retail
26/02/2015,18804,6887,5529,29.40331844,20243,11924,5257,Corporate
27/02/2015,30929,4084,3184,10.29454557,25530,12586,8782,Corporate
2/3/2015,43339,3832,2721,6.278409746,15866,17885,4457,Retail
3/3/2015,30132,1013,580,1.924863932,12179,5612,3922,Corporate
4/3/2015,48950,2803,7214,14.73748723,10102,5081,9027,SME
5/3/2015,32616,3410,8357,25.62239392,37485,18305,8375,Retail
6/3/2015,26305,6376,709,2.695305075,11448,9731,3083,Retail
9/3/2015,48607,1408,1685,3.466578888,39226,11897,6067,SME
10/3/2015,42084,3928,974,2.314418781,20185,4770,8131,Retail
11/3/2015,32898,7811,5579,16.95847772,29552,15582,9300,SME
12/3/2015,19481,6336,806,4.137364612,23603,8513,9158,Retail
13/03/2015,29480,8132,4612,15.64450475,7328,1118,3601,SME
16/03/2015,19822,6887,5024,25.34557562,18581,12382,5338,Corporate
17/03/2015,30045,3681,7438,24.75619903,38907,18515,8150,Retail
18/03/2015,11291,9558,2015,17.84607209,31424,8115,9846,Corporate
19/03/2015,45300,7816,5326,11.75717439,31287,7792,8397,SME
20/03/2015,44897,9126,5146,11.46179032,5147,17015,3702,Corporate
23/03/2015,35754,8997,8983,25.1244616,14074,8699,1849,Corporate
24/03/2015,22230,1995,3193,14.36347278,36014,2504,8132,Corporate
25/03/2015,40306,5744,3628,9.001141269,11523,1266,3918,Retail
26/03/2015,22180,9804,1734,7.817853922,6364,8866,6217,SME
27/03/2015,15802,7836,1751,11.08087584,12461,17077,6934,Corporate
30/03/2015,18058,7350,851,4.712592757,26544,8847,4359,Retail
31/03/2015,27553,6860,6563,23.81954778,25662,6091,6548,SME
1/4/2015,39285,2489,8983,22.86623393,28646,9491,8772,Retail
2/4/2015,30441,2368,5362,17.61440163,20735,17826,5480,SME
3/4/2015,37892,3136,8400,22.16826771,37190,11219,5490,SME
6/4/2015,49381,5195,1107,2.241752901,9304,11886,9598,Corporate
7/4/2015,25972,9396,8845,34.05590636,28530,9710,8140,SME
8/4/2015,37844,7484,8198,21.66261495,10294,15259,2414,SME
9/4/2015,14207,2110,5079,35.7499824,33932,9668,4764,Retail
10/4/2015,16241,6932,4686,28.85290315,27148,3089,9570,Corporate
13/04/2015,28670,5856,2343,8.172305546,29608,15029,7514,Corporate
14/04/2015,41123,5303,3438,8.360284999,11407,10956,9402,SME
15/04/2015,26240,4104,978,3.727134146,15966,1753,1164,SME
16/04/2015,31515,4405,5535,17.56306521,33038,6780,5167,Retail
17/04/2015,49905,9615,6914,13.85432321,33692,8963,2660,SME
20/04/2015,47985,9440,8953,18.65791393,18291,1981,5428,Corporate
21/04/2015,15471,2470,3540,22.88152026,13401,9974,8467,Corporate
22/04/2015,24937,9254,6772,27.15643421,31989,8154,4813,SME
23/04/2015,22120,4684,6818,30.82278481,16177,9168,3050,Corporate
24/04/2015,37117,8142,4856,13.0829539,19498,13604,4461,SME
27/04/2015,12598,6050,5425,43.06239086,15193,19414,8286,Retail
4/5/2015,46915,6730,8457,18.02621763,13579,12157,3472,SME
5/5/2015,44650,2389,6383,14.2956327,33591,13039,3097,SME
6/5/2015,17802,5326,1115,6.263341198,31079,13082,7335,SME
7/5/2015,39442,4503,1707,4.32787384,15120,19081,5476,Corporate
8/5/2015,10645,2945,4281,40.21606388,28196,17137,3467,SME
11/5/2015,14039,2360,8292,59.0640359,9596,5246,5465,SME
12/5/2015,33374,4312,1015,3.041289627,12649,2795,9105,Retail
13/05/2015,19635,6903,2340,11.91749427,10468,16315,3487,Corporate
14/05/2015,32708,8669,7533,23.03106274,21025,4896,3467,Corporate
15/05/2015,31863,2104,5382,16.89106487,16213,19891,9139,SME
18/05/2015,32791,8914,1725,5.260589796,29605,16428,6788,Retail
19/05/2015,21622,9199,6808,31.48644899,28002,9840,6999,SME
20/05/2015,10761,7440,8759,81.39578106,31557,13451,6626,Retail
21/05/2015,19139,9742,8624,45.05982549,9826,13853,4404,Corporate
22/05/2015,30381,9045,5171,17.02050624,9531,2487,3933,Retail
25/05/2015,47559,3597,700,1.47185601,34378,19294,6501,Corporate
26/05/2015,43393,4926,2949,6.796027009,6564,12733,1919,Retail
27/05/2015,48605,5028,4442,9.138977471,37084,13859,9994,Retail
28/05/2015,22154,4322,8544,38.56639884,11650,9514,3945,Retail
29/05/2015,46151,4835,3560,7.713809018,11231,14722,6050,SME
1/6/2015,12555,4399,2271,18.08841099,11210,17384,5280,Corporate
2/6/2015,25612,2445,7150,27.91660159,29899,17648,2411,Retail
3/6/2015,40532,2951,7103,17.52442515,25662,13218,7028,Corporate
4/6/2015,24707,5836,5149,20.8402477,28450,3119,9597,SME
5/6/2015,42214,3993,7602,18.00824371,35714,9634,3368,Corporate
8/6/2015,15305,7453,7535,49.23227703,20417,13380,8995,Retail
9/6/2015,41069,9807,2520,6.136014999,26752,19715,2811,SME
10/6/2015,49526,2810,2627,5.304284618,17635,16693,8796,SME
11/6/2015,23195,1423,1362,5.871955163,36192,17063,5781,Retail
12/6/2015,17762,5354,3956,22.27226664,7757,11597,5561,SME
15/06/2015,46076,6810,2709,5.879416616,7701,3928,4717,SME
16/06/2015,38675,1616,673,1.740142211,25729,2112,2735,SME
17/06/2015,42933,4687,3993,9.300538048,32304,19388,5154,SME
18/06/2015,44183,5705,5914,13.38523867,25964,18476,4824,SME
19/06/2015,21209,6123,1027,4.842283936,21378,4596,5374,SME
22/06/2015,41504,5533,6698,16.13820355,19459,3059,7483,SME
23/06/2015,17228,3008,4941,28.68005572,26169,14834,9146,Corporate
24/06/2015,43467,3239,5281,12.14944671,35396,16928,4397,Retail
25/06/2015,32657,5465,3489,10.68377377,14008,6965,9519,Corporate
26/06/2015,24226,1441,2691,11.1079006,32629,9715,8378,SME
29/06/2015,21957,7471,7602,34.62221615,32256,4744,7281,SME
30/06/2015,23596,6803,5859,24.83047974,23397,16307,7608,SME
1/7/2015,26832,3629,3694,13.76714371,9121,5519,1333,Retail
2/7/2015,21992,7568,7208,32.77555475,33367,10157,9409,Retail
3/7/2015,40281,6779,7254,18.00849036,32401,19673,9351,Retail
6/7/2015,34530,4106,3445,9.976831741,11571,6747,4652,SME
7/7/2015,13467,4044,8407,62.42667261,24783,7561,9162,SME
8/7/2015,20716,9798,592,2.857694536,11268,10956,5084,SME
9/7/2015,32901,1365,7183,21.83216316,35705,8357,5350,Corporate
10/7/2015,39111,6935,1777,4.543478817,13499,12617,3632,Corporate
13/07/2015,13087,8032,7539,57.60678536,19388,4233,3176,Corporate
14/07/2015,10131,9708,5789,57.14144704,24261,6638,3443,Corporate
15/07/2015,46124,2444,1014,2.198421646,12435,16846,5113,Retail
16/07/2015,38474,4644,5580,14.50330093,19494,14147,9571,Corporate
17/07/2015,21989,1468,7687,34.95838829,5180,18505,8861,Corporate
20/07/2015,11614,6821,2425,20.87997245,27303,11202,2135,Corporate
21/07/2015,45695,4534,623,1.363387679,30768,14780,1267,SME
22/07/2015,35409,2046,2453,6.927617272,33539,6901,6597,SME
23/07/2015,47708,5940,2766,5.797769766,18121,16519,1801,Corporate
24/07/2015,11291,8865,4450,39.411921,6777,18204,6669,Retail
27/07/2015,35881,8508,1948,5.429057161,36109,5966,3047,Retail
28/07/2015,27767,9596,3673,13.22793244,13625,11355,3351,Retail
29/07/2015,14845,9773,1539,10.36712698,21631,1344,1657,SME
30/07/2015,31922,5440,8521,26.69318965,5738,13118,4114,SME
31/07/2015,20768,8371,3722,17.92180277,34054,6905,1936,Corporate
3/8/2015,12593,8061,8366,66.43373303,14966,10323,9578,Retail
4/8/2015,44278,3300,8815,19.90830661,20115,4025,8332,SME
5/8/2015,36952,9897,1242,3.361117125,7263,5278,8516,Retail
6/8/2015,11130,8791,4599,41.32075472,36366,13268,2281,Retail
7/8/2015,43363,8979,2125,4.900491202,28375,19619,7034,SME
10/8/2015,14850,7365,8909,59.99326599,23617,12989,1876,Retail
11/8/2015,31399,1566,3255,10.36657218,22723,16750,3587,Retail
12/8/2015,15535,5952,7726,49.73286128,38735,2836,1954,Corporate
13/08/2015,33616,6754,5512,16.39695383,33728,6684,5439,Corporate
14/08/2015,42847,5280,5808,13.55520807,15414,3454,3249,Corporate
17/08/2015,37309,7420,4320,11.57897558,36788,6616,1563,SME
18/08/2015,15130,5021,4875,32.22075347,5687,19198,2492,Corporate
19/08/2015,37718,5078,7287,19.31968821,19092,6034,9776,Retail
20/08/2015,11731,2491,6583,56.11627312,7914,3101,1375,Retail
21/08/2015,31824,4575,5236,16.45299145,6590,9497,3244,SME
24/08/2015,36418,5118,1987,5.456093141,17729,3138,6099,Corporate
25/08/2015,25200,6605,4507,17.88492063,36168,15327,1291,SME
26/08/2015,26747,1569,6926,25.89449284,8355,4848,3441,Retail
27/08/2015,14562,4739,4044,27.77091059,25138,15639,3072,Corporate
28/08/2015,18889,5590,7246,38.36095082,11115,3557,1553,Corporate
31/08/2015,29862,9435,4598,15.39749514,39768,12224,6842,SME
1/9/2015,19103,8397,4246,22.22687536,11448,5591,2105,Retail
3/9/2015,13399,2144,7104,53.01888201,18572,17023,6658,Corporate
4/9/2015,23595,1956,2121,8.989192626,5514,9997,7691,Retail
7/9/2015,24552,7602,6198,25.24437928,24850,17673,8977,Retail
8/9/2015,14409,9967,1200,8.328128253,15137,9796,5086,SME
9/9/2015,40668,1425,8721,21.44437887,10628,15817,7649,Corporate
10/9/2015,28701,2313,3284,11.44211003,34760,1898,7174,Corporate
11/9/2015,16034,1120,1581,9.860296869,13137,4214,9517,Corporate
14/09/2015,18142,8756,6900,38.03329291,25537,4843,3966,Corporate
15/09/2015,15703,6679,5863,37.33681462,19916,11807,6611,Retail
16/09/2015,40391,2410,4286,10.61127479,9600,16032,8606,Retail
17/09/2015,37948,1736,6016,15.8532729,23904,19291,9170,Retail
18/09/2015,40955,6080,3120,7.618117446,28428,17298,7127,Retail
21/09/2015,33797,6445,7140,21.12613546,8083,7142,2661,Corporate
22/09/2015,32572,3451,1580,4.850792091,21610,9165,3031,Retail
23/09/2015,17951,1471,8247,45.94173027,28600,14252,6341,Corporate
24/09/2015,28007,4694,788,2.813582319,8683,16881,5791,Corporate
25/09/2015,16091,8124,2328,14.46771487,7593,1105,4196,Retail
28/09/2015,44381,1058,3005,6.770915482,10628,19595,5151,Retail
29/09/2015,17581,4044,5113,29.08253228,16643,7222,9236,Retail
30/09/2015,32111,2420,722,2.248450687,7587,2349,2968,Retail
1/10/2015,38782,6860,8863,22.85338559,18856,14896,9620,SME
2/10/2015,26082,3895,4693,17.99325205,13076,9872,1530,Retail
5/10/2015,39212,7565,2649,6.755585025,34689,10358,2757,Corporate
6/10/2015,36673,9310,6386,17.41335587,21502,6744,4610,Corporate
7/10/2015,15041,5504,4690,31.1814374,19005,14461,2162,Retail
8/10/2015,28775,2709,7725,26.84622068,31501,2072,7366,Retail
9/10/2015,17209,9372,3718,21.60497414,33551,10365,5834,SME
12/10/2015,19690,4924,5362,27.23209751,15336,16767,7383,SME
13/10/2015,49855,9583,7545,15.13388828,7646,15878,1290,Corporate
14/10/2015,41398,7932,8858,21.39716895,10074,6489,8180,Retail
15/10/2015,11344,7407,8847,77.98836389,22499,13685,2940,Corporate
16/10/2015,26620,1804,7915,29.73328325,16423,4762,1625,Retail
19/10/2015,39334,6769,6111,15.53617735,9813,15065,8964,Retail
20/10/2015,48986,6317,6367,12.99759115,38350,15851,9295,Retail
21/10/2015,27570,6401,5587,20.26478056,11042,6050,3012,Retail
22/10/2015,49590,6588,3309,6.672716273,22507,7340,5790,Retail
23/10/2015,32165,4155,8356,25.97854811,7301,2706,6172,Corporate
26/10/2015,34354,8625,6176,17.97752809,27806,4737,6452,SME
27/10/2015,35983,6648,1198,3.329349971,14900,16388,5986,SME
28/10/2015,10611,2853,5033,47.43191028,39530,13112,6664,Retail
29/10/2015,33289,6746,6805,20.44218811,20585,13337,8707,Retail
30/10/2015,13995,4097,7289,52.08288675,19254,19276,5396,Retail
2/11/2015,12352,5218,7074,57.27007772,7522,8882,5399,Retail
3/11/2015,28058,9912,6906,24.61330102,19287,8521,7190,SME
4/11/2015,19489,6009,4827,24.76781774,6139,10790,7511,Retail
5/11/2015,33299,9232,2512,7.543770083,35675,4510,2347,SME
6/11/2015,20525,8484,2696,13.13520097,16426,17117,4185,Retail
9/11/2015,22902,5593,5317,23.21631299,30209,19036,8233,Corporate
10/11/2015,44427,6861,3131,7.04751615,32046,7479,2189,Retail
11/11/2015,31707,1425,5144,16.22354685,38051,10643,8165,Corporate
12/11/2015,39122,2446,4489,11.47436225,36269,13073,5250,Corporate
13/11/2015,17484,4276,6450,36.89087165,26578,2349,5133,Corporate
16/11/2015,37271,2222,3377,9.060663787,34027,4476,1976,Corporate
17/11/2015,49603,9559,572,1.153156059,10537,10471,4096,Corporate
18/11/2015,16388,9229,3429,20.92384672,20846,9754,9681,Corporate
19/11/2015,24272,6478,3529,14.53938695,32391,18868,2243,SME
20/11/2015,39073,7027,4234,10.83612725,24256,14830,2919,SME
23/11/2015,26627,8997,6046,22.70627558,34818,9997,7923,Corporate
24/11/2015,45349,4450,4311,9.506273567,18966,8082,4586,Corporate
25/11/2015,40302,2458,6810,16.89742445,39610,14041,3662,Corporate
26/11/2015,45983,5729,7520,16.35386991,11167,11854,3703,Corporate
27/11/2015,45568,4593,5917,12.98498947,39523,4888,5621,SME
30/11/2015,32794,7569,2881,8.785143624,17432,6558,4048,SME
1/12/2015,28065,7170,6205,22.10938892,23239,6042,9842,SME
2/12/2015,24467,1630,4559,18.63326113,33881,1095,2952,Corporate
3/12/2015,42329,1810,3059,7.226723995,16944,17070,1039,Corporate
4/12/2015,27181,2803,3933,14.46966631,12941,17315,5135,Corporate
7/12/2015,33747,8111,8367,24.79331496,39231,18533,5526,Corporate
8/12/2015,47328,2184,1066,2.252366464,7940,13966,4701,SME
9/12/2015,45042,2878,6346,14.08907242,27753,13189,9341,SME
10/12/2015,21908,3080,2729,12.45663684,39917,6470,6941,Corporate
11/12/2015,35021,7594,7094,20.25641758,32413,8682,6223,SME
14/12/2015,40554,2199,2612,6.440794989,16498,6561,4284,Retail
15/12/2015,35700,2011,7141,20.00280112,8091,3804,2356,Corporate
16/12/2015,28039,6774,4301,15.33934876,14811,5568,9167,SME
17/12/2015,12422,3858,8579,69.06295283,28756,8712,7891,SME
18/12/2015,16437,2316,6284,38.23082071,8270,14889,6692,Corporate
21/12/2015,27691,9320,7159,25.85316529,37262,14478,9259,SME
22/12/2015,48486,6016,7479,15.42507115,9814,18869,4916,Corporate
23/12/2015,11631,7438,2082,17.90043848,18762,15349,8173,Retail
24/12/2015,36632,8991,8430,23.01266652,11037,5933,1938,Retail
25/12/2015,29768,5733,4487,15.073233,25675,6801,5207,Corporate
28/12/2015,33325,2295,6248,18.74868717,27559,14726,3200,Corporate
29/12/2015,41388,1026,4270,10.3170001,15721,10604,5351,Retail
30/12/2015,18378,6904,4676,25.44346501,19951,8927,2891,Retail
31/12/2015,13966,1941,3174,22.7266218,33085,8034,7687,Retail
4/1/2016,30433,8841,5478,18.00019715,8744,2075,1627,Corporate
5/1/2016,15596,5342,1462,9.374198512,33304,2638,6083,Corporate
6/1/2016,34208,3918,7981,23.33079981,10977,5993,2552,SME
7/1/2016,38616,5167,1210,3.133416201,34107,7923,9296,Retail
8/1/2016,32075,2496,2526,7.875292284,9985,4704,9063,Retail
11/1/2016,11004,9714,6436,58.48782261,6928,19900,8920,Corporate
12/1/2016,31511,1563,3247,10.30433817,12335,10039,2004,SME
13/01/2016,37532,9034,686,1.827773633,5522,19496,9299,Retail
14/01/2016,31227,2280,5855,18.74979985,21736,3047,9275,Retail
15/01/2016,13293,7214,3116,23.44090875,9703,1237,1814,SME
18/01/2016,11064,3790,5233,47.29754158,14670,12701,4732,Retail
19/01/2016,23312,4565,8760,37.57721345,17610,1294,8050,Retail
20/01/2016,41949,3045,1340,3.19435505,10565,9536,9307,Corporate
21/01/2016,23477,6737,3332,14.19261405,21622,16257,2046,SME
22/01/2016,46967,6645,5799,12.34696702,8541,14418,2054,Retail
25/01/2016,40642,5077,4257,10.4743861,14972,7094,3087,SME
26/01/2016,18686,4513,7140,38.21042492,23348,12106,7570,SME
27/01/2016,17116,7140,1006,5.877541482,26083,12165,4921,SME
28/01/2016,14080,3574,3296,23.40909091,11112,7129,9101,Corporate
29/01/2016,23444,8303,575,2.452653131,5552,2368,5515,Corporate
1/2/2016,41337,5169,7135,17.26056559,15949,15428,5674,Retail
2/2/2016,45364,3609,4242,9.351027246,33762,16443,6252,Corporate
3/2/2016,20706,3564,524,2.530667439,26397,11175,9376,Retail
4/2/2016,18926,9080,6591,34.82510832,29228,8294,6604,SME
5/2/2016,26757,3920,7713,28.82610158,12858,11323,9509,Retail
15/02/2016,33843,4330,645,1.90585941,33399,2184,6652,SME
16/02/2016,32448,3592,1209,3.725961538,37020,2296,9541,Retail
17/02/2016,29641,6817,818,2.759690969,33031,3207,1504,SME
18/02/2016,32578,2350,3662,11.24071459,10561,10924,3514,SME
19/02/2016,37361,6077,909,2.433018388,22282,13365,9740,Retail
22/02/2016,38358,1668,4353,11.34834976,10681,13350,3113,Retail
23/02/2016,28931,8835,8968,30.99789154,34999,13506,6091,SME
24/02/2016,24244,5868,8599,35.46856954,22587,18400,1524,Retail
25/02/2016,39030,9159,2588,6.630796823,6782,16904,5928,Corporate
26/02/2016,31540,6337,8566,27.15916297,18774,5294,7921,SME
29/02/2016,38070,6854,6587,17.3023378,16016,18789,1318,SME
1/3/2016,26419,7475,830,3.141678338,17612,7921,1610,Corporate
2/3/2016,31262,3762,1871,5.984901798,14771,19076,8118,Retail
3/3/2016,23304,6314,2391,10.26004119,7469,11764,7646,SME
4/3/2016,17505,6451,5266,30.08283348,7501,6164,5667,Retail
7/3/2016,22443,7732,6385,28.44985073,19532,4886,3952,Corporate
8/3/2016,30915,4540,3038,9.826944849,30641,10015,3565,Corporate
9/3/2016,13958,2673,7146,51.19644648,35606,13877,9453,Corporate
10/3/2016,44203,3810,3048,6.895459584,26008,17722,7762,SME
11/3/2016,46068,3083,7578,16.44959625,10301,6862,9355,Corporate
14/03/2016,18248,9838,8004,43.86234108,22465,15626,8204,Retail
15/03/2016,16421,9702,7732,47.08604835,31377,1546,8483,SME
16/03/2016,39351,6403,1295,3.290894768,5205,5020,3195,Retail
17/03/2016,30202,5784,2665,8.823918946,19467,19666,9290,Retail
18/03/2016,28973,4289,652,2.250371035,29586,11297,2359,Corporate
21/03/2016,36865,6733,2774,7.524752475,28533,10979,4485,Corporate
22/03/2016,37549,2562,1142,3.041359291,16963,16159,8415,SME
23/03/2016,43725,2061,8978,20.53287593,35210,17164,9883,Corporate
24/03/2016,15912,4666,5433,34.14404223,32590,16445,4930,SME
25/03/2016,30594,3125,2404,7.857749886,33988,19190,8474,SME
28/03/2016,16592,7383,7372,44.43105111,6887,2083,3773,Corporate
29/03/2016,30324,8929,3450,11.37712703,38269,11733,2436,Corporate
30/03/2016,24971,7272,901,3.608185495,27451,2376,7194,Retail
31/03/2016,36637,1166,6169,16.83816906,7706,4680,3756,Corporate
1/4/2016,43537,4902,7943,18.24425202,13389,13765,4214,Corporate
4/4/2016,14354,2539,4918,34.26222656,29275,4126,2138,SME
5/4/2016,44626,2157,7340,16.44781069,7609,6482,8614,Corporate
6/4/2016,20740,3897,7051,33.99710704,22921,5151,4003,SME
7/4/2016,30218,8932,4400,14.56085777,10263,10183,8177,SME
8/4/2016,15580,1715,6623,42.50962773,9906,15422,5702,Corporate
11/4/2016,13742,1576,7079,51.51360792,29307,3027,6191,SME
12/4/2016,44343,8797,1286,2.900119523,22318,14185,1108,Retail
13/04/2016,42213,6414,3998,9.471016038,22350,14821,1632,SME
14/04/2016,48477,1108,6229,12.8493925,8955,5948,3846,Corporate
15/04/2016,45761,6289,5405,11.81136776,9000,12582,2390,Corporate
19/04/2016,44074,6649,5585,12.67187004,28850,3405,9592,Retail
20/04/2016,13313,5486,6960,52.27972658,23753,3224,6873,SME
21/04/2016,20497,9143,6811,33.22925306,34659,13517,6279,SME
22/04/2016,29876,5918,3884,13.00040166,9544,10197,6632,Retail
25/04/2016,26138,6413,1746,6.679929604,35607,7690,9869,SME
26/04/2016,19726,4620,3638,18.4426645,6664,12571,5742,Retail
27/04/2016,17452,1135,1668,9.557643823,13418,14450,1708,Retail
28/04/2016,45548,8725,4552,9.993852639,33647,4669,5477,SME
29/04/2016,49471,2535,3138,6.343110105,39074,13638,8915,SME
4/5/2016,24929,9075,8403,33.70772995,21609,1170,6117,Retail
5/5/2016,39092,7788,4643,11.87711041,8201,15854,2585,Retail
6/5/2016,41943,5988,1412,3.366473547,26914,15492,3780,Retail
9/5/2016,35909,5904,1059,2.94912139,16901,15770,6865,Corporate
10/5/2016,31129,4902,6126,19.67939863,26674,18599,4338,Corporate
11/5/2016,33314,2698,8802,26.42132437,21475,18739,4639,Corporate
12/5/2016,11181,2016,522,4.66863429,29276,15004,6788,SME
13/05/2016,45772,6532,2519,5.503364502,11419,10589,6612,Retail
16/05/2016,12514,6092,4927,39.37190347,39185,14388,6985,Corporate
17/05/2016,21037,8957,8090,38.45605362,8013,17111,1267,Retail
18/05/2016,24737,7194,2621,10.59546428,24247,16408,5881,Corporate
19/05/2016,46115,5496,3445,7.470454299,26700,3437,1191,Retail
20/05/2016,30368,5362,2947,9.704293994,39255,14047,3995,Retail
23/05/2016,29991,9352,6408,21.36640992,7563,18236,3135,Corporate
24/05/2016,17820,7250,1358,7.620650954,24512,11256,4685,SME
25/05/2016,47219,6851,8864,18.77210445,32970,4955,9572,Corporate
26/05/2016,17021,4834,1920,11.2801833,9294,3540,9804,Retail
27/05/2016,16932,1985,6440,38.0344909,11094,5416,8650,Retail
30/05/2016,22369,9660,1519,6.790647771,29440,16719,3322,Corporate
31/05/2016,29372,3765,8377,28.52035953,17318,15692,2348,Corporate
1/6/2016,12086,8428,5321,44.02614595,15513,6480,4988,SME
2/6/2016,33498,2584,1296,3.868887695,20552,7335,1258,Corporate
3/6/2016,22837,2998,2939,12.86946622,34623,4109,9813,Retail
6/6/2016,43130,9897,3709,8.599582657,9795,17239,7419,Corporate
7/6/2016,14648,1615,2696,18.40524304,18413,7941,1898,Retail
8/6/2016,22059,7955,8026,36.38424226,32920,9105,4313,Corporate
9/6/2016,23956,1228,4120,17.19819669,39625,5186,4065,Retail
10/6/2016,44227,2505,5779,13.06667873,25404,12990,9070,Corporate
13/06/2016,49715,6324,4893,9.84209997,26159,18633,6683,Corporate
14/06/2016,43310,2552,8904,20.55876241,13091,1364,5626,Corporate
15/06/2016,17128,6177,5071,29.60649229,33196,7429,9517,Corporate
16/06/2016,10239,4589,3008,29.37786893,39433,19258,4932,Retail
17/06/2016,24223,4041,6691,27.62250753,16946,3635,1444,SME
20/06/2016,37018,8903,651,1.758603922,22940,6553,5975,SME
21/06/2016,17315,8176,8974,51.82789489,10205,9149,8114,SME
22/06/2016,45661,3358,4903,10.73782878,23640,2160,7493,Retail
23/06/2016,48887,3527,4132,8.452144742,17026,19861,5032,Corporate
24/06/2016,16117,8938,5107,31.68703853,24338,7121,7377,Retail
27/06/2016,22448,5586,5441,24.23823949,26469,10136,3059,Retail
28/06/2016,13436,3203,6290,46.81452813,22032,18568,8665,Corporate
29/06/2016,33847,2744,6723,19.86291252,37872,14952,9971,Corporate
30/06/2016,41604,9279,8374,20.12787232,36668,7023,4670,SME
1/7/2016,43135,4906,4415,10.23530775,24971,2507,4000,Retail
4/7/2016,46980,8909,4551,9.687100894,11466,12648,6412,SME
5/7/2016,24314,9237,2704,11.12116476,20618,13192,5363,Retail
6/7/2016,23236,2684,3675,15.81597521,6285,4143,3643,SME
7/7/2016,32746,9839,2222,6.785561595,15889,9994,7373,SME
8/7/2016,22264,5569,5059,22.72278117,27979,17114,6074,Corporate
11/7/2016,17392,1792,6870,39.50091996,25071,9201,7686,SME
12/7/2016,45422,1193,826,1.818502047,13155,2004,6090,Retail
13/07/2016,30111,9803,8225,27.31559895,31273,1531,1001,Retail
14/07/2016,15239,7562,892,5.853402454,20353,3016,1933,SME
15/07/2016,27975,7364,7873,28.14298481,30818,11482,6802,Retail
18/07/2016,23666,1913,2947,12.45246345,10718,16319,7502,Retail
19/07/2016,21675,4967,4326,19.95847751,25487,13529,9377,Corporate
20/07/2016,16445,7915,6880,41.83642445,10230,15256,4104,SME
21/07/2016,23649,1699,2439,10.31333249,20116,17818,6023,SME
22/07/2016,13799,1646,1342,9.725342416,10907,19615,2999,Corporate
25/07/2016,10432,2725,7138,68.42407975,15579,19757,2898,Retail
26/07/2016,31893,5819,8568,26.86482927,39284,4726,1009,Retail
27/07/2016,34953,4094,7863,22.4959231,39838,15411,5349,Corporate
28/07/2016,39409,6196,1303,3.306351341,33098,15362,2576,Corporate
29/07/2016,23282,7806,7312,31.40623658,8406,6836,5028,Corporate
1/8/2016,37892,1906,2617,6.906471023,10598,1299,4859,SME
2/8/2016,28500,3766,4309,15.11929825,35942,7488,8063,Corporate
3/8/2016,41445,7329,5482,13.22716854,29949,13843,9233,SME
4/8/2016,37080,4113,969,2.613268608,11138,16140,4051,SME
5/8/2016,15884,6701,6131,38.59858978,21080,14869,1819,Corporate
8/8/2016,10370,8925,7574,73.03760849,17657,11912,6773,SME
9/8/2016,49841,5979,849,1.703416866,5970,8298,8044,SME
10/8/2016,23686,3394,975,4.116355653,30860,15594,5872,Corporate
11/8/2016,31603,8891,5550,17.5616239,16948,13055,9378,Corporate
12/8/2016,24273,5724,1185,4.881967618,36713,3645,5605,SME
15/08/2016,37137,1211,6879,18.5233056,14871,14808,2956,SME
16/08/2016,47063,3382,4091,8.692603531,31878,19311,5145,Retail
17/08/2016,21929,8689,2002,9.129463268,36426,7754,1447,Retail
18/08/2016,29021,6612,5662,19.51000999,17437,18887,7743,Retail
19/08/2016,46018,4235,3290,7.149376331,29562,10146,2145,Retail
22/08/2016,11435,8736,8933,78.11980761,12142,13584,2051,SME
23/08/2016,14192,3419,1856,13.0777903,34386,6586,2573,Retail
24/08/2016,13859,9365,3729,26.90670323,24988,4788,1457,SME
25/08/2016,32882,7989,2363,7.186302536,8092,10409,4200,SME
26/08/2016,27709,7670,6242,22.52697679,19525,19573,7932,Corporate
29/08/2016,18292,4568,7480,40.89219331,16622,5126,2562,Retail
30/08/2016,30816,6261,1043,3.3846054,24333,3767,1339,Retail
31/08/2016,16720,7714,6966,41.66267943,38841,17433,5165,Corporate
1/9/2016,10372,1902,8397,80.9583494,27901,16333,1486,Corporate
5/9/2016,13168,1363,1499,11.38365735,24188,17220,3836,Corporate
6/9/2016,27890,1742,7078,25.37827178,21050,13059,6396,Retail
7/9/2016,39547,2075,2816,7.120641262,25687,1857,5396,Retail
8/9/2016,41109,3844,3252,7.910676494,14156,12346,5996,Retail
